Data_ITA;Hora_ITA;SO2_ITA;CO_ITA;O3_ITA;MP_ITA;NO_ITA;NOX_ITA;NO2_ITA;VEL_VENTO_ITA;DIR_VENTO_ITA;TEMP_ITA;UMID_ITA;STWD_ITA
30/4/2014;7;0.5;0.33;13.9;19.2;15.9;23.3;8.6;4.5;134.9;24.1;55;16.4
30/4/2014;8;0.5;0.4;14.1;57.5;13;18.7;8.1;4.7;134.9;24.7;57;18
30/4/2014;9;0.5;0.3;14.7;67.6;10.4;16.4;8.1;5.2;134.4;25.2;58;17.9
30/4/2014;10;0.5;0.26;17.4;70.2;7.5;11.9;6;5.3;132.2;26.4;53;18.2
30/4/2014;11;0.5;0.27;18;56.4;9.8;14.2;6;5.2;133.1;26.7;54;17.4
30/4/2014;12;0.5;0.28;17.5;51.3;8.8;14.1;4.7;6.4;137.7;26.2;60;17.3
30/4/2014;13;0.5;0.24;16.8;45.5;18.1;23.2;4.7;5.5;131.3;26.6;59;17
30/4/2014;14;0;0.16;16.2;29;12.3;18.3;5.4;5.4;133.5;26.2;60;20.3
30/4/2014;15;0;0.19;15.1;34.8;19.4;27;6.3;5.4;134.9;26.5;58;19.2
30/4/2014;16;0;0.19;14.5;30.4;13.2;19.1;6.1;4.9;132.4;26.4;58;19.3
30/4/2014;17;0;0.25;13;35;11.9;19.6;8.1;4.3;136.7;25.3;59;21.2
30/4/2014;18;0;0.25;14.8;38.2;22.9;30.4;6;4.8;134.4;24.7;62;15.8
30/4/2014;19;0;0.32;14.3;44.6;23.7;30;8;3.8;135.2;24.5;62;15.8
30/4/2014;20;0;0.35;11.8;51.4;34.5;42.7;9.2;3.4;138.6;24.8;62;20.1
30/4/2014;21;0;0.27;13.8;45.7;27.6;37.2;7.9;3.7;138.1;24.9;61;19.2
30/4/2014;22;0;0.45;10;39.1;27.8;38.6;9;2.9;124.7;23.9;66;22.3
30/4/2014;23;0;0.35;9.8;47.4;11.1;17.8;10.3;3;137.3;23.3;68;22.5
30/4/2014;24;0;0.23;10.6;49.7;3.1;7.1;11.3;3;141.6;23.9;65;25
1/5/2014;1;0;0.16;15.1;61.3;7.9;14.4;6.7;3.6;137.5;24.5;62;21.2
1/5/2014;2;0;0.12;17.9;42.7;4.3;7.8;4.4;3.6;130.8;24.5;62;21.6
1/5/2014;3;0;0.11;16.8;22;5.5;7.8;6.6;3.3;130.9;24.5;59;20.5
1/5/2014;4;0;0.11;18.8;32.6;7.1;11.2;3.9;3.4;133.6;24.2;62;20.3
1/5/2014;5;0;0.12;19;17.5;10.2;16.4;2.9;2.5;135;24.1;64;22.7
1/5/2014;6;0;0.13;16.3;10.6;7.3;12.4;5.3;2.4;136.8;24.3;65;22.4
1/5/2014;7;0;0.14;15.2;5.8;6.5;10;6.5;3.2;137.8;23.7;73;23.1
1/5/2014;8;0;0.12;16.8;9;5.5;9.6;5.4;4.5;136.3;24.5;67;16.9
1/5/2014;9;0;0.09;18.8;95.1;5.4;8.6;4;5;135.8;25.5;62;16.2
1/5/2014;10;0;0.1;19.2;53.2;3.7;7.6;4.4;5.8;135.2;25.6;60;15.7
1/5/2014;11;0;0.1;18.5;28;5.5;8.3;3.4;5.4;132.9;25;65;15.3
1/5/2014;12;0;0.07;18.9;15.2;4.8;7.1;3.9;6.1;131.5;26.8;55;14.5
1/5/2014;13;0;0.07;19.6;9.1;4.6;6.9;2.9;6.5;130.3;27.4;52;14.5
1/5/2014;14;0.6;0.09;19.6;6.4;3.1;6.3;2.4;6.9;131.3;27.4;51;14.2
1/5/2014;15;0.5;0.09;19;5.8;4;8.7;2.6;6.4;131.5;26.4;55;15.2
1/5/2014;16;0.6;0.12;19.2;6.7;6.8;11.8;3.3;5.3;131.5;25.8;57;14.5
1/5/2014;17;0.4;0.15;17.5;6;6.7;11.2;5.4;4.7;130.5;25.2;59;16.5
1/5/2014;18;0.4;0.18;16;7;9.7;14.6;5.3;4.5;136.7;25;63;16.2
1/5/2014;19;0.3;0.14;16.6;16.2;9.3;15.8;4.8;4.1;136.4;25;63;16.2
1/5/2014;20;0.2;0.19;15.3;20.1;7.1;11.3;5.3;3.4;139.6;25;65;19.1
1/5/2014;21;0;0.13;15.2;22.4;6.2;10.6;6.9;3.3;136.6;25.1;66;14.6
1/5/2014;22;0;0.13;15.4;23.8;2.6;4.7;4.3;3.4;138.3;25.1;69;17.2
1/5/2014;23;0;0.14;15.9;45.3;1.2;1.8;4.9;3.5;135.7;25;64;19.5
1/5/2014;24;0;0.11;17.2;27.8;1.7;3.2;2.2;3.5;137;24.9;68;15.3
2/5/2014;1;0;0.09;18.8;161.1;3.3;6.9;0.9;4;130.8;24.9;70;13.9
2/5/2014;2;0;0.08;19;90.4;3.3;5.9;1.7;4.3;130.8;24.8;70;14.2
2/5/2014;3;0;0.06;17.4;83.7;1.6;2.8;3.7;4.2;129.6;24.9;70;14.1
2/5/2014;4;0;0.06;17.4;46.5;4.8;7.6;3;4.1;130;25;70;16.3
2/5/2014;5;0;0.07;19.1;53.3;10.2;15.7;1.3;4.9;129;24.9;70;13.3
2/5/2014;6;0;0.08;16.4;42.4;13.3;18.4;2.8;4.6;128.5;24.7;71;13.3
2/5/2014;7;0;0.13;13.6;28;9.2;12.8;5.5;4.4;130.4;24.8;71;14.6
2/5/2014;8;0;0.18;13.1;47.7;7;10.6;5.5;4.5;127.7;25.5;71;14
2/5/2014;9;0;0.18;14.3;26.5;10.5;13.3;4.4;5.5;132.8;26.4;68;15.2
2/5/2014;10;0;0.17;14.6;13.4;6.8;10.5;3.8;5.2;135.2;26.9;66;16.2
2/5/2014;11;0;0.15;14.3;8.8;12.8;16.1;3.5;5.5;132.7;27.5;65;18.1
2/5/2014;12;0;0.14;14.1;5.4;12.1;15.9;4.1;5.5;131.5;27.4;63;16.2
2/5/2014;13;0;0.13;13.3;6;11.6;14.7;3.5;5.7;134.5;27.3;66;17.2
2/5/2014;14;0;0.17;12.4;7.8;11.4;15;4.3;5.1;137;27.6;64;16.7
2/5/2014;15;0;0.21;12.4;4.2;20.1;24.7;3.4;4.7;130.9;27.8;62;19.4
2/5/2014;16;0;0.17;12.1;10;42.3;47.8;4.1;4.8;132.7;26.9;65;17
2/5/2014;17;0;0.27;8.9;12.6;40.2;46.5;6.2;3.1;138.3;24.2;77;22.7
2/5/2014;18;0;0.53;3.5;9.8;19.2;26.9;6.6;1.5;146.1;23.3;86;29.2
2/5/2014;19;0;0.48;3.9;115.4;95;95.3;8;2.1;139.7;24;80;24.6
2/5/2014;20;0;0.28;6.4;68.3;44.7;49.6;8.4;2;126.2;23.8;76;25.7
2/5/2014;21;0;0.68;1.6;47.4;13.5;18;3.5;0.1;163.5;22.5;84;42.3
2/5/2014;22;0;0.4;4.6;112.8;4.2;6.7;6.4;2.6;142.7;23.6;82;24.4
2/5/2014;23;0;0.26;10;61.2;2.7;5.9;4.8;3.9;134.5;23.6;78;22.3
2/5/2014;24;0;0.15;14;31.6;6.2;10.2;2.7;4.1;134.8;23.4;76;16.5
3/5/2014;1;0;0.11;14.4;19.2;2.1;2.7;3.2;2.6;130.1;23.8;75;17.9
3/5/2014;2;0;0.14;11.4;11.8;2.8;5.2;4.2;1.1;141;23.1;76;22.4
3/5/2014;3;0;0.12;15.5;8.7;4.7;5.9;1.2;4.6;133.5;23.4;76;19.5
3/5/2014;4;0;0.14;14.9;23.1;7.6;10.8;2.6;2.3;142;21.7;83;21.4
3/5/2014;5;0;0.14;13.9;27.5;19;23.9;1.8;1.9;128.7;22.9;78;24
3/5/2014;6;0.1;0.17;12.4;25.3;25.8;30.6;3.3;3.4;141;24;73;21.1
3/5/2014;7;0;0.25;9.4;45.6;19.3;24.6;5.5;3.2;139.7;24.7;71;22.1
3/5/2014;8;0;0.29;9.2;45.5;15.4;20.3;6;3;133.5;26;66;24.5
3/5/2014;9;0;0.25;9.9;31.1;11.3;14.7;5.7;2.8;127.9;27.4;62;24.7
3/5/2014;10;0;0.2;11.9;16;8.1;11.2;5.3;3.6;129.6;27.3;64;23.5
3/5/2014;11;0;0.18;12.9;8;8.5;10.7;3.9;4.4;133.5;28.1;61;21.5
3/5/2014;12;0;0.16;13.7;4;9.7;12.2;3.6;5;129.1;28.1;61;19.5
3/5/2014;13;0;0.2;13.8;2;9.3;12.5;3.1;5.6;131.9;27.7;61;18.8
3/5/2014;14;0;0.17;13;3.6;5.3;7.9;3.2;5.2;129.2;28.1;60;20
3/5/2014;15;0;0.21;12.6;4.4;5.3;9.6;3.4;5.1;135.6;27.8;61;17.2
3/5/2014;16;0;0.16;12.9;7.4;4.6;9.1;2.9;5.5;129.9;26.8;64;14.4
3/5/2014;17;0;0.19;12.8;9.8;8.5;12.7;4.3;4.9;129.8;25.8;70;15.3
3/5/2014;18;0;0.18;11.5;75.6;6.3;9.3;4.6;4.7;127.9;24.7;73;14.2
3/5/2014;19;0;0.23;12.1;46;7.9;11.9;4.3;4.3;129.7;24.7;67;15.7
3/5/2014;20;0;0.22;12.8;66.9;23.3;29.1;3.3;5.2;132.3;24.7;70;17.6
3/5/2014;21;0;0.24;12;50.1;21.9;27.5;4.3;3.7;128.5;22.2;81;22.8
3/5/2014;22;0;0.38;7.5;140.3;9.8;13.7;6.4;2.4;137.4;21.9;87;30.3
3/5/2014;23;0;0.34;6.8;133.4;6.2;7.4;6;2.4;142.7;22.8;82;21.8
3/5/2014;24;0;0.25;9.5;74.1;2.9;4.8;4.3;2.6;142.1;23.3;80;20.1
4/5/2014;1;0;0.21;11.4;37.3;5.2;7.2;1.7;3.3;139.2;23.7;77;19.5
4/5/2014;2;0;0.18;13.1;23.6;2.8;5.1;2.1;2.2;119.3;22.4;79;27.7
4/5/2014;3;0;0.2;12.4;16.6;2.2;3.4;2.2;2.5;118.3;21.2;86;28.9
4/5/2014;4;0;0.21;12.4;25.1;11.7;13.9;2.8;2.7;148.3;20.7;87;17.2
4/5/2014;5;0;0.17;10.1;17.3;22.4;26.5;1.5;1.4;127.2;20.5;86;9.1
4/5/2014;6;0;0.18;7.1;34.8;15.2;20.5;2.7;0.8;<Samp;20.9;88;4.2
4/5/2014;7;0;0.25;5;54;9.4;13.3;4.5;0.7;131.7;22.1;88;12.7
4/5/2014;8;0;0.24;8.6;40.6;12.3;15.4;5.5;1.6;131.4;24;80;21
4/5/2014;9;0;0.17;10.5;23.8;11.1;14.2;4.3;2.9;138.1;24.4;80;23.7
4/5/2014;10;0;0.21;10.4;14.4;11.9;15.9;3.9;3.4;170.4;25.1;77;29.1
4/5/2014;11;0;0.16;11.9;9.3;12.7;16.1;3.8;3.3;169.5;25.6;74;28.7
4/5/2014;12;0;0.21;11.4;4.8;7.3;10.5;4.5;3.9;178.5;25.1;75;24.9
4/5/2014;13;0;0.24;10.2;2.4;7.6;10.8;4;3;165.4;25.6;73;26.7
4/5/2014;14;0;0.14;12;1.5;6.4;8.9;3.4;3.3;134.7;26.7;71;21
4/5/2014;15;0;0.1;12.3;2.6;6;10;3.4;3.9;133.7;25.5;76;18.6
4/5/2014;16;0;0.09;12.2;15;6.1;11;2.4;3.6;124.5;25.2;76;16.1
4/5/2014;17;0;0.11;10.9;25;31.4;35.2;4.2;3.1;127.5;24.8;76;15
4/5/2014;18;0;0.1;10.4;30.1;36.4;41;4.9;2.5;132.7;24.3;79;15.4
4/5/2014;19;0;0.4;6.6;54.9;31.1;34.3;5.4;1.9;143.2;24.6;76;17.4
4/5/2014;20;0;0.44;6.4;35.1;33.9;37.8;5.6;2.3;148.5;24.7;71;22
4/5/2014;21;0;0.38;6.3;43;22.6;26.7;4.4;2.3;144.4;24.7;70;19.5
4/5/2014;22;0;0.4;6.4;66;11.9;16;5.1;2.2;144.3;24.7;72;17.9
4/5/2014;23;0;0.33;6.9;62.8;7.5;9.8;4.5;1.5;144;23.5;79;23.5
4/5/2014;24;0;0.22;4.8;161.5;2.2;4;4.1;0.6;140.6;22;88;14.8
5/5/2014;1;0;0.18;8.1;227.6;2.1;3.6;2.7;1.2;151.2;22;88;25.2
5/5/2014;2;0;0.12;9.5;124.4;1.6;2.7;2;1.2;147.5;22;85;20.8
5/5/2014;3;0;0.12;11.8;63.5;5.9;7.8;1.8;1;144;21.8;84;16.6
5/5/2014;4;0;0.13;14.3;61.2;25.3;30.1;1.2;1.3;141.3;22.6;81;21.3
5/5/2014;5;0;0.15;15.2;40.3;74.8;77.7;2.1;2.1;143.3;23.1;77;17.5
5/5/2014;6;0;0.24;<Samp;32.6;42.1;46.8;5.5;2.6;141.6;23.6;74;22.1
5/5/2014;7;0;0.66;InVld;26.5;20.6;26;6.9;2.4;141.2;24.1;71;23.6
5/5/2014;8;0;0.57;InVld;49.2;9.4;14.4;6.5;2.3;132.5;25.5;68;20.5
5/5/2014;9;0;0.33;InVld;30.9;11.4;15.9;6.1;4.1;131;26.7;63;18.3
5/5/2014;10;0;0.28;InVld;15.7;10.8;14.4;5;4.7;134.6;26.9;62;15.7
5/5/2014;11;0;0.27;InVld;7.8;8.9;12.7;5;4.1;137.6;27.3;62;17.4
5/5/2014;12;0;0.23;InVld;3.9;9.2;13.4;4;4;129.5;27.3;63;18.2
5/5/2014;13;0;0.21;InVld;2;8.1;12.9;4;4.8;130;27.4;62;17.1
5/5/2014;14;1.5;0.12;InVld;4.7;13.9;18.6;4.5;4.9;129.1;27.3;63;16.1
5/5/2014;15;1.4;0.17;InVld;21.6;15.2;20.7;4.9;4.4;128.3;27.4;62;16.2
5/5/2014;16;1.5;0.22;InVld;12.4;12.9;19;5;4;133.5;27;61;17.5
5/5/2014;17;1.6;0.27;InVld;8.6;18.8;25.4;5.8;3.9;134.6;25.7;66;18.3
5/5/2014;18;1.5;0.35;InVld;9.3;13.9;20.8;6.4;2.9;134.9;25.2;70;17
5/5/2014;19;1.4;0.35;InVld;99;9.5;15.2;7;2.8;137.2;25;72;15.9
5/5/2014;20;1.3;0.21;InVld;94.4;21.3;27.6;6.9;2.8;130.7;24.8;73;14.5
5/5/2014;21;1.1;0.14;NoData;97.1;43.9;45.4;5.7;3;128.4;24.7;77;14.2
5/5/2014;22;0.7;0.26;InVld;272.7;14.1;18.3;6.8;2.3;137.2;23.6;85;14
5/5/2014;23;0.8;0.33;InVld;149.7;4.6;6.6;4.8;2.5;143.9;24.1;83;14.8
5/5/2014;24;0.7;0.13;InVld;74.9;3.1;4.3;4.5;2.5;143.5;24.1;80;18.9
6/5/2014;1;0.6;0.07;InVld;38.1;0.5;1.5;2;2.2;145.5;23.9;80;19.2
6/5/2014;2;0.6;0.05;InVld;20.3;1;1.8;1.7;3.2;135.3;24.2;79;21
6/5/2014;3;0.7;0.04;InVld;27.4;3.7;5.1;1.4;3.2;133.3;24;79;16.2
6/5/2014;4;0.8;0.04;InVld;18.3;18.4;22.4;1.1;3;137.5;24;78;16.7
6/5/2014;5;0.9;0.03;InVld;12.7;20.7;26.3;1.7;2.7;136.2;23.9;78;16.9
6/5/2014;6;1;0.14;InVld;37.1;14.4;18.8;4.8;2.5;137.2;23.8;76;16.8
6/5/2014;7;1.1;0.18;InVld;47;15.1;20;6.1;3.3;131.7;24.2;77;14.5
6/5/2014;8;0.9;0.2;InVld;26.3;15;20;4.8;3.6;128.8;24.8;75;15.4
6/5/2014;9;1;0.18;InVld;14.9;12;14.4;5.2;3.9;134.9;26.2;68;17.1
6/5/2014;10;1;0.19;InVld;9.7;14.3;17.8;5.2;4;129.6;26;71;17.9
6/5/2014;11;0.7;0.11;InVld;5.4;8.8;11.5;3.1;4.5;131.2;25.1;79;15.3
6/5/2014;12;0.6;0.17;InVld;34.1;14.2;17.5;3.6;3.7;135.7;26.3;73;18.7
6/5/2014;13;0.7;0.1;InVld;18.9;19.1;21.8;2.8;4.3;129.2;25.7;73;18.7
6/5/2014;14;1.3;0.24;InVld;13.5;22.3;26.5;3.8;3.5;134.7;26.4;71;21.2
6/5/2014;15;1.4;0.29;InVld;8.4;38.2;42.6;3.8;3.7;132.7;26.7;69;19.2
6/5/2014;16;1.4;0.3;<Samp;6.7;41.8;47.9;5.2;3.3;134.8;26.1;72;19.7
6/5/2014;17;1.4;0.47;6.5;7;17.4;25.9;6.5;2.1;138.9;25.2;76;20.1
6/5/2014;18;1.7;0.54;5.1;11.5;22.4;30.7;8;2.2;135.1;24.9;76;25.2
6/5/2014;19;1.4;0.31;6.6;31.9;13.3;21.8;8.9;3;124.5;24.6;76;21.3
6/5/2014;20;1.6;0.37;5.4;64.3;17.8;25.2;8.6;2.3;126.8;24.7;76;18
6/5/2014;21;1.6;0.22;6.6;46.5;30.8;38.5;8.5;1.6;117.5;24.8;75;16.3
6/5/2014;22;1.5;0.31;7;56.8;19.2;27.8;7.8;2;129.8;24;81;21.6
6/5/2014;23;1.6;0.39;5.4;60;<Samp;<Samp;8.4;0.5;109;24.2;78;40.6
6/5/2014;24;1.7;0.24;4.9;53.3;5.8;12.4;9;1.8;81.3;24.1;78;23.8
7/5/2014;1;<Samp;<Samp;<Samp;<Samp;2.4;8.5;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp
7/5/2014;2;1.5;0.19;4.4;21.2;4.4;7.9;6.8;1.3;<Samp;22.3;88;8.3
7/5/2014;3;1.5;0.24;6.3;13.6;4;6.3;6.2;1.5;80.1;22.3;87;17.6
7/5/2014;4;1.6;0.17;7.8;7.9;26.3;31.1;3.6;1.8;148.5;22.7;87;24.3
7/5/2014;5;1.4;0.1;9.6;42.7;102.8;100.3;2.7;1.6;138.6;23.3;83;25.1
7/5/2014;6;1.6;0.28;7;31.7;68.5;70.1;5.7;1.5;140.5;23.9;78;27
7/5/2014;7;2.1;0.73;3.1;48;50.8;54.5;4.1;1.3;141.3;24.3;76;25.7
7/5/2014;8;2.2;0.71;5;54.2;33.1;38.1;5.3;2.1;143.5;25.2;73;23.6
7/5/2014;9;2.2;0.61;4.9;97.1;22.2;27.5;5.4;1.5;131.6;27.1;70;25
7/5/2014;10;2.4;0.59;7;53.1;16.9;21.5;6.3;2;126.6;27.5;65;23.4
7/5/2014;11;5.1;0.78;8.5;26.5;21.2;25.9;6.4;3;124.3;28.5;63;22.9
7/5/2014;12;2.7;0.49;9.5;13.3;20.1;24.7;5.1;3.3;123.5;28.6;63;23.8
7/5/2014;13;1.7;0.31;8.7;6.6;22;25.1;5.1;3.1;127.5;28.2;64;27.2
7/5/2014;14;0.3;0.23;9.8;5.3;28.2;32.4;5.3;3.9;134.2;25.8;67;16.7
7/5/2014;15;0.1;0.27;9.2;13.4;62.6;63.8;4.1;3;136.9;24.6;75;15.9
7/5/2014;16;0.3;0.35;8.8;55.6;73.5;73.8;5.9;2.8;137.3;25.3;71;17.3
7/5/2014;17;0.5;0.65;5.2;37.6;29.5;37.8;4.3;2.2;151.7;24.6;78;19.2
7/5/2014;18;0.4;0.77;3;93.7;65.6;69;5.1;1.5;154.2;24.7;78;18
7/5/2014;19;0.4;0.45;4;80.7;45.2;49.2;9.3;1.6;139;24.9;74;22.8
7/5/2014;20;0.4;0.54;2.7;55.4;41.7;49.8;6.9;1.3;147.8;24.7;75;21.1
7/5/2014;21;0.3;0.38;4.9;89.9;33.5;39;7.1;2.5;140.3;25;73;22.5
7/5/2014;22;0.5;0.45;4.7;75.1;15.3;20.6;9.3;1.8;140.4;25.1;70;28.5
7/5/2014;23;0.6;0.35;6.5;40.2;6.3;10.3;6.5;2.2;144.4;24.7;70;22.7
7/5/2014;24;0.5;0.1;8.6;59.1;4.9;9.5;5.8;1.6;136.9;24.4;71;23.5
8/5/2014;1;0.5;0.07;11;70.1;5.4;10.1;4.1;1.8;142.3;24.2;70;26.6
8/5/2014;2;0.7;0.12;9.3;58.5;4.5;8.3;4.8;0.4;141.1;23.3;71;24.5
8/5/2014;3;0.7;0.12;9.3;46.3;5.6;10.6;4.7;0.2;139.1;22.7;74;8.8
8/5/2014;4;0.7;0.12;8.7;41.9;60.3;61.8;3.9;0.1;139.7;22.2;77;9.5
8/5/2014;5;0.7;0.13;7.4;63.8;128;122.6;5.1;0.1;<Samp;22.2;80;7.3
8/5/2014;6;0.9;0.3;2;62.8;37.7;42.9;3.9;0.2;148;22.4;80;12.4
8/5/2014;7;1.2;0.91;2.6;52;24;28.8;3.4;1;150.5;23.8;74;17.8
8/5/2014;8;0.9;0.52;6.6;52.4;17;21.8;6.4;2.3;132.1;25.3;69;22.8
8/5/2014;9;0.6;0.34;8.6;30;13.3;17.3;5.6;2.8;129.5;26.5;66;20.2
8/5/2014;10;0.5;0.25;10.3;15.1;10;14.3;5.4;3.6;125.9;27.5;64;19.9
8/5/2014;11;0.8;0.18;11.5;7.6;12.5;16.9;4.3;3.8;129.7;27.9;62;19.6
8/5/2014;12;1.9;0.22;11.9;3.8;10.6;14.2;4.5;5;137.4;27.5;63;18.6
8/5/2014;13;2.1;0.2;11.6;1.9;10.2;14.7;5.1;5.1;134.9;27.7;61;17.3
8/5/2014;14;0.7;0.17;11.7;1.1;24.5;30.4;3.9;5.3;136.9;27.7;61;17
8/5/2014;15;0.7;0.22;11.3;20.7;33.5;42.3;4.9;4.8;132.4;27.6;61;16.4
8/5/2014;16;0.8;0.32;8.4;20.3;49.7;57.7;6.9;3;129.1;26.4;66;20.2
8/5/2014;17;0.8;0.48;6.3;29.4;49.6;58;9.4;1.8;135.8;25.9;68;24.7
8/5/2014;18;0.7;0.64;4.5;40.8;71.6;77.8;9.4;2;139.7;25.2;70;26.2
8/5/2014;19;0.4;0.72;3.6;85.7;48.3;56.5;9.4;1.8;147.5;24.9;70;25.5
8/5/2014;20;0.5;0.69;2.7;71.1;40.8;50.3;8.2;1.5;148.1;24.9;70;24.9
8/5/2014;21;0.4;0.49;3.3;80.4;37.9;47;9.1;1.7;136.4;25;69;26.6
8/5/2014;22;0.3;0.55;3.4;61.1;21.8;31.4;9.6;1.4;144.7;24.7;68;23.8
8/5/2014;23;0.3;0.53;3.8;65.6;5.4;13.7;9.7;1;146.2;24.3;71;22
8/5/2014;24;0.2;0.29;3.7;84;10.2;18.5;9.8;0.2;158.1;23.8;73;19.4
9/5/2014;1;0;0.22;6.3;77.4;6.7;13.7;8.4;0.1;135;23.1;75;14.2
9/5/2014;2;0.1;0.2;4.6;47.9;7.5;15.1;8.3;0;147.6;22.2;80;10.5
9/5/2014;3;0;0.19;4.3;36.3;17;24.4;7.1;0;<Samp;22.1;81;0
9/5/2014;4;0;0.24;3.3;40.9;96.7;90.2;7.6;0;<Samp;21.8;83;0
9/5/2014;5;0.1;0.28;2.1;46.7;232;208.1;7.4;0;<Samp;21.3;85;0
9/5/2014;6;0.3;0.4;1.5;45;52.4;63.8;2;0;<Samp;20.9;87;7.7
9/5/2014;7;0.9;1.49;1.8;62.5;58.1;65.1;1.1;0.2;139.9;22.2;85;31.5
9/5/2014;8;0.3;0.78;3.6;66.3;53;60.3;11.9;1.2;80.8;24.7;72;29.1
9/5/2014;9;0.4;0.83;4;35.5;43.2;53.5;9;1.4;152.6;25.6;69;38.5
9/5/2014;10;0.2;0.75;3.5;66;21.8;35.3;8.7;0.8;142.2;24.3;81;29.7
9/5/2014;11;0.2;0.61;8.2;49.3;13.6;23.1;11.3;1;151.1;25.7;72;31.5
9/5/2014;12;0.3;0.37;13.1;28.7;17.2;25.2;13.7;0.9;129.6;25.7;72;20.6
9/5/2014;13;0.3;0.26;18;14.6;21.9;33.4;9.7;2.7;127.3;26.6;66;16.4
9/5/2014;14;1.8;0.25;17.1;10.7;22.2;34.4;9;3.1;129.3;27.3;62;19.3
9/5/2014;15;1.9;0.36;17.3;6.7;34.6;45.1;12;3;136.2;27.5;61;19.4
9/5/2014;16;2.1;0.4;13.6;6.7;32.8;43.1;12.7;2.1;131.7;27.1;61;24.7
9/5/2014;17;2.1;0.44;8;12;22.3;31.6;12.2;1.9;133.2;25.7;65;24.5
9/5/2014;18;1.8;0.54;4.6;6.9;31.2;41;10.9;1.1;124.1;25;67;23.4
9/5/2014;19;1.5;0.37;4.3;48.2;61.6;67.9;9.9;1.1;127.2;24.8;69;18.7
9/5/2014;20;1.3;0.41;3.5;91.2;77.6;81.3;10.3;0.9;126.8;24.7;71;21.5
9/5/2014;21;1.4;0.59;2.9;87.6;65;70.4;7.7;0.2;81.6;24.6;71;37.2
9/5/2014;22;1.5;0.78;2;55.9;40.4;48.7;5.9;0.4;84.3;24.6;71;63.3
9/5/2014;23;1.5;0.75;1.6;48;27.7;36.1;6.6;1.9;87.1;24.1;73;36.8
9/5/2014;24;1.5;0.53;1.7;69.2;22.2;31.6;8.4;2.2;62.8;23.8;74;35.8
10/5/2014;1;1.3;0.41;2.4;49.7;24.4;33.4;8.4;1.7;70.9;23.4;76;31.4
10/5/2014;2;1.3;0.37;2.3;28.1;44.5;50.8;9.4;0.7;67.8;22.7;78;25.8
10/5/2014;3;1.2;0.39;1.6;30.4;48.1;53.9;8.9;0.2;77;21.7;83;25.7
10/5/2014;4;1.3;0.77;2;34.5;85.4;83.4;6.4;1.4;75.3;21.7;83;25.9
10/5/2014;5;1.5;0.92;2.2;49.9;70.7;74.4;5.9;0.7;79.2;21.8;82;14
10/5/2014;6;1.5;1.1;1.8;38.7;41;52.6;1;0.3;<Samp;21.5;85;13.4
10/5/2014;7;1.5;0.81;2;67.8;23.3;36.7;5.6;1.5;74;22.5;82;31.7
10/5/2014;8;3.1;0.59;4.2;64.6;19.3;34;12.4;1.4;79.5;24;76;27.2
10/5/2014;9;3.1;0.41;9;47.4;13.8;31.8;13.5;2.2;78.7;26.6;68;26.5
10/5/2014;10;2.2;0.43;14.6;28.2;9.3;21.6;15.3;1.8;87.5;27.7;63;37.8
10/5/2014;11;2.4;0.47;22.1;17.6;11.4;19.3;18;2.9;135.2;27.6;64;25.3
10/5/2014;12;2.4;0.31;32;9.4;16.7;22.7;12.4;3.1;128.2;27.6;67;22.7
10/5/2014;13;2;0.22;23;12.9;18.4;23.7;8.4;3.3;135.5;28;65;19.7
10/5/2014;14;0.9;0.17;13.3;10.5;10.7;17.4;6.9;3.7;133;28;65;21.4
10/5/2014;15;0.8;0.21;11.2;8.3;11.3;18.6;5.9;3.2;136.1;27.7;65;25
10/5/2014;16;0.8;0.13;11;19.9;15.1;23.2;6.8;3.8;128.1;26.9;69;22.6
10/5/2014;17;0.5;0.12;9.5;29.1;25;32.4;7.8;3.2;125.9;25.9;72;22.8
10/5/2014;18;0.5;0.22;8.1;56;21.9;29.3;8.3;2.6;127.8;25.5;73;27
10/5/2014;19;0.3;0.26;7;54.1;39.1;45.4;8.2;2.8;129.8;25.5;72;25.3
10/5/2014;20;0.2;0.28;7;59.7;36.5;44.2;7.9;2.5;129.3;25.4;71;28.1
10/5/2014;21;0.3;0.35;5.5;34.4;19.3;26.8;7.3;1.7;142.1;25.5;69;27.5
10/5/2014;22;0.4;0.34;5;36.2;20.9;26.6;8.6;1.6;137.2;25.5;69;27.6
10/5/2014;23;0.2;0.23;6.3;29.3;8.6;12.2;7.5;1.6;138.8;25.4;71;26.1
10/5/2014;24;0.2;0.25;7;47.4;2.1;2.6;6.5;1.1;145.1;25.4;72;27
11/5/2014;1;0.2;0.12;10.1;44.6;0.8;1.8;4.1;2.4;136.1;25.2;71;20.7
11/5/2014;2;0.1;0.03;15.2;32;1.4;3.4;0.9;4.4;124.8;22.9;84;15.3
11/5/2014;3;0;0.01;15.3;50.2;0.6;1.4;1.2;3.3;122.5;22.5;88;14.4
11/5/2014;4;0;0.01;15;47.7;1.9;3.7;2.2;3.5;127.7;22.4;87;13.4
11/5/2014;5;0;0.01;17.7;28.8;2.8;4.7;1.2;4.3;124.2;22.6;86;12.6
11/5/2014;6;0;0.02;17.4;24;3.5;9.4;1.9;4.5;125.7;23.2;82;13.6
11/5/2014;7;0;0.07;20;29.4;3.2;7.3;2;5;124.7;23.6;80;14.7
