Data_BR;Hora_BR;SO2_BR;CO_BR;O3_BR;MP_BR;NO_BR;NOX_BR;NO2_BR;VEL_VENTO_BR;DIR_VENTO_BR;TEMP_BR;UMID_BR;STWD_BR
23/5/2016;13;1;0.91;0.7;33;70.6;89.7;18.7;1.9;99.4;24.3;81;29
23/5/2016;14;0.1;<Samp;0.7;18.6;75.1;95.8;20.4;1.7;102.7;24.4;80;32.3
23/5/2016;15;0.1;0.84;0.7;12.4;89.9;112.4;22.3;3.6;126.9;24;80;11.2
23/5/2016;16;0.2;1.19;0.7;24.6;125.5;149.7;25.1;2.8;128.1;23.2;86;10.1
23/5/2016;17;0.3;1.11;0.5;35.7;117.4;142.8;25.4;2;112.7;24;81;20.6
23/5/2016;18;0.2;1.06;0.6;30.4;81.1;105;24.4;2.2;94.4;23.8;81;29.2
23/5/2016;19;0.1;0.97;0.6;31.9;94.8;115.4;21.4;1.3;103.2;23.6;83;37.2
23/5/2016;20;0.2;0.7;0.5;28.5;93.8;116.1;22;1.6;105.8;24.3;78;27.3
23/5/2016;21;0.1;0.58;0.6;32.6;76.6;97.5;21;1.7;102.4;24.4;77;26.5
23/5/2016;22;0.1;0.45;0.6;27.3;45.2;65;19.3;1.2;78.8;24.2;80;46.9
23/5/2016;23;0;0.36;0.8;33.3;48;65.8;17.4;1.4;92.7;24.2;80;49.7
23/5/2016;24;0;0.05;1.8;42.1;18.1;28.7;10.2;2.8;57.5;23.7;83;31.5
24/5/2016;1;0;0.11;1.5;43.4;17.4;26.7;8.8;0.8;83.9;23.4;84;37.4
24/5/2016;2;0;0.04;1.5;28.3;13.4;23.2;9.3;0.4;98.6;23.5;84;41.3
24/5/2016;3;0;0.02;1.5;22.9;10.2;18.4;7.7;1.4;60.9;23.3;85;34.2
24/5/2016;4;0;0.06;3;23.8;7.6;14.2;6.1;1.7;52.8;22.7;88;41.2
24/5/2016;5;0.1;0.03;2.2;14.4;18.6;28.3;9.3;1.3;50.7;22.8;88;37.8
24/5/2016;6;0.2;0.32;0.8;10.1;125;142.7;17.4;0.5;63.7;23.1;87;46.5
24/5/2016;7;0.2;0.76;0.5;15.9;140.2;158.6;19;1.1;70.8;23.4;86;47.8
24/5/2016;8;0.2;0.57;1.6;30.8;48.6;64.8;15.9;3.6;61.5;23.8;83;29
24/5/2016;9;0.2;0.73;1.5;32.3;64.1;80.5;16.3;2;81.9;24.4;82;32.9
24/5/2016;10;0.2;0.48;2.3;21.9;47.9;63.1;14.8;2.8;89.9;25.2;79;33.6
24/5/2016;11;0.2;0.59;1.9;23.3;62.2;75.3;14.1;3.3;78.8;27;69;32.6
24/5/2016;12;0.3;0.63;1.2;31.1;67.1;80.1;14.5;3.5;83.6;27.5;65;29
24/5/2016;13;0.2;0.5;0.8;43.3;52.6;63.2;11.2;4.1;110.5;27.8;62;22.5
24/5/2016;14;0.2;<Samp;0.6;45.5;41.8;52.7;10.8;3.7;98.1;27.8;65;31.5
24/5/2016;15;0.4;0.53;0.6;33.3;48.7;60.3;11.7;3.7;106.6;27.4;66;23.1
24/5/2016;16;0.5;0.51;0.7;24;45.7;56.2;11.4;3.4;99.6;26.6;69;25.2
24/5/2016;17;0.5;0.74;0.6;27;77.5;94.8;17.8;3.3;113.3;26.1;71;18.1
24/5/2016;18;0.5;0.96;0.5;27.4;82.1;94.9;14.3;2.9;112.1;25.9;72;14.2
24/5/2016;19;0.5;0.84;0.6;35.6;80.1;94.5;15.5;2.5;85.1;25.4;73;28.5
24/5/2016;20;0.5;0.69;0.5;44.8;90.1;105.7;17.1;3.4;113.6;24.4;73;20.2
24/5/2016;21;0.5;0.54;0.6;40.1;82;96;14.7;3.7;120.6;23.4;78;18.3
24/5/2016;22;0.6;0.91;0.5;35.3;142.1;160.7;19.5;3.2;129.4;23.5;80;6.7
24/5/2016;23;0.5;0.5;0.5;33;65.4;80.2;14.7;3.7;115.9;24.3;76;8.8
24/5/2016;24;0.5;0.32;0.6;29;57;72.5;15;1.8;121.5;24.1;76;8.7
25/5/2016;1;0.4;0.16;0.8;22.1;15;24.3;8.8;2.8;129.8;23.6;79;6.9
25/5/2016;2;0.3;0.14;1.4;18.9;10;17.9;7.5;2.3;120.6;21.5;87;13.8
25/5/2016;3;0.3;0.05;2.3;11.4;9.2;16.7;7;5.7;120.5;21.8;87;5.6
25/5/2016;4;0.3;0.09;2.2;12.9;10.7;21.5;10.3;4.6;121.6;22;85;5.6
25/5/2016;5;0.3;0.01;2.3;16.4;28.4;43.6;14.9;2;120.1;21.8;86;10.8
25/5/2016;6;0.2;InVld;0.6;WarmUp;84.4;106.3;22.9;6;118.8;24.8;75;7.1
25/5/2016;7;0;InVld;1.1;9.3;93;114.4;22.2;8.3;118.5;25.2;73;6.2
25/5/2016;8;0;InVld;1.3;15.8;80.6;102.5;22.5;6.1;122.2;25;77;11.2
25/5/2016;9;0;InVld;1.1;33.1;102.1;124.7;23.5;6.6;125;26.3;68;9
25/5/2016;10;0;InVld;1.3;52.9;63.2;86.4;23;6.5;120.1;26.8;67;13.5
25/5/2016;11;0;InVld;1.4;51.8;62;84.7;23.6;6.4;118.8;26.5;66;15.9
25/5/2016;12;0;InVld;1.5;53.4;66.3;88;23.9;6.3;122.7;27.4;62;13.3
25/5/2016;13;0;InVld;1.7;73.9;63;90.6;27.5;5.9;122.2;25.9;74;20.1
25/5/2016;14;0.3;<Samp;1.6;41.8;60.9;92.1;30.9;9.8;127.4;26;71;6.3
25/5/2016;15;0.3;0.72;1.9;61.1;58.5;86;27.3;10.4;124.5;24.6;77;6.7
25/5/2016;16;0.5;0.86;1.6;57.7;75.3;105;29.5;9.9;121.3;25.9;69;5.8
25/5/2016;17;0.4;0.7;1.6;52.9;69;111.3;42;9.7;118.3;26.5;65;5.6
25/5/2016;18;0.4;0.81;1.6;65;71.4;115;43.6;9.3;119.2;25.1;72;5.7
25/5/2016;19;0.5;0.97;1.1;64.9;103.2;153.1;50.1;8.5;119.7;25.3;70;5.6
25/5/2016;20;0.4;0.61;1.2;57;81.2;130.4;48.9;9.9;122.6;25.9;67;8.1
25/5/2016;21;0.1;0.54;1.5;57.4;69.8;125.2;55.1;8.9;128.1;25.5;69;6.9
25/5/2016;22;0.2;0.43;2.2;65.8;44.2;107.3;62.7;8.9;128.7;25.5;69;6
25/5/2016;23;0.1;0.36;2.8;59.2;36.5;115.7;78.7;8.7;130.2;25.4;70;7.5
25/5/2016;24;0.1;0.25;4;55.3;22.4;67.5;44.6;7.7;129.6;25.2;71;9.1
26/5/2016;1;0.1;0.21;5.4;34.6;12.3;31.8;19;7.4;133.4;25.2;68;9.6
26/5/2016;2;0;0.17;5.6;39.2;11.5;28.7;16.5;5.3;133.8;23.4;77;7.9
26/5/2016;3;0.2;0.16;4.6;37.6;8.4;22.1;13.2;5.4;131.8;23.1;80;11.9
26/5/2016;4;0.1;0.21;5.3;20.6;11.6;24.1;12.3;5.6;132.5;23.5;77;8.4
26/5/2016;5;0.1;0.17;5.8;27.2;11.1;22.7;11.3;6.1;129.5;23.2;79;9.4
26/5/2016;6;0.3;0.29;2.9;37.7;52.3;73.1;20.6;5.2;136.6;23.3;77;7
26/5/2016;7;0.4;0.52;2.2;35.8;67.6;94.5;26.7;6.3;135.5;24.8;70;6.2
26/5/2016;8;0.3;0.41;3.4;33.7;49.9;70.8;21.1;7.8;134;26.1;64;9.7
26/5/2016;9;0.4;0.34;4;62.1;43.9;65.9;21.8;7.8;128.3;26.9;62;8.9
26/5/2016;10;0.3;0.36;4.6;50.2;45;69.7;24.7;8.8;127.2;27;61;7.3
26/5/2016;11;0.3;0.3;5.5;46.2;37.5;59.9;22.1;9.6;130.3;27.4;59;8.7
26/5/2016;12;0.2;0.48;4.2;52.3;39.5;61.9;21.9;8.1;133.5;26;71;8
26/5/2016;13;0.3;0.47;3.8;58.8;38.6;59.8;20.7;8.2;131.4;25.7;74;6.9
26/5/2016;14;0.1;<Samp;4.2;35.8;37.8;59.1;20.9;8.8;125.8;26.5;66;6.2
26/5/2016;15;0.3;0.37;5.9;41;28.3;49.2;20.5;9.8;124;27.2;59;5.9
26/5/2016;16;0.3;0.41;6;55.9;37.6;55.9;18.1;9.7;125.9;26.5;61;5.8
26/5/2016;17;0.3;0.42;5.7;58.8;40.4;58.5;18.3;9.3;124.8;26;61;5.7
26/5/2016;18;0.3;0.5;5.6;33.1;41.7;65.4;23.4;8.7;126.9;25.5;61;5.4
26/5/2016;19;0.3;0.56;4.5;44.4;51.5;77.2;25.5;8.2;125.4;25.3;61;5.6
26/5/2016;20;0.4;0.54;4.7;34.4;49.6;76.9;27;7.3;130.2;25.1;63;6.4
26/5/2016;21;0.2;0.5;5.1;44;42.4;67.7;24.8;7.3;135.6;25.1;66;6.2
26/5/2016;22;0.3;0.4;6.3;46.5;32.7;55.7;22.6;7.8;136;24.9;63;5.9
26/5/2016;23;0.3;0.29;7;35.7;29.2;48.7;19.1;7.4;135.4;24.9;63;5.9
26/5/2016;24;0.2;0.29;8;44.5;19.6;34.6;14.7;6.6;135.1;24.8;65;5.7
27/5/2016;1;0.2;0.23;9.6;49.2;11.7;24.3;12.1;6.5;149.8;24.8;65;12.3
27/5/2016;2;0.2;0.13;11.6;32.1;8.3;15.6;7;7;151.4;24.7;66;8
27/5/2016;3;0.2;0.13;11.1;24.1;6.2;13.1;6.5;5.6;145.7;24.6;67;9.6
27/5/2016;4;0.3;0.14;11.3;28.6;7.2;15.6;8.1;6;142.1;24.6;66;8.9
27/5/2016;5;0.3;0.25;9;47.5;23.4;39.2;15.4;5.4;143.2;24.5;66;9.9
27/5/2016;6;0.4;0.36;3.4;41.8;99.1;131.2;32.5;5.5;142.6;24.7;66;8.9
27/5/2016;7;0.5;0.61;2.9;41.9;112.3;143.6;31.8;5.9;140.5;24.6;71;5.8
27/5/2016;8;0.6;0.86;2.7;45.4;103.2;134.1;30.7;6.6;142.5;24.4;75;6
27/5/2016;9;0.6;0.95;2.8;65.9;84.9;111.7;26.9;6.9;144.2;24.8;74;6.1
27/5/2016;10;0.4;1;3.2;57.1;82.1;111.1;28;5.4;145.3;24.5;76;10.8
27/5/2016;11;0.6;1.21;2.4;60.5;102.7;135.8;33.1;6.3;139.6;25.1;74;6.8
27/5/2016;12;0.5;1.14;3;47;100.7;134.3;34.6;7;139.2;26;68;6.4
27/5/2016;13;0.7;0.99;2.8;58.8;94.7;136.1;40.8;6.7;139.2;26.1;66;8.8
27/5/2016;14;0.6;<Samp;3.7;72.7;78.3;110.2;31.3;7.2;140.6;26.3;64;8.5
27/5/2016;15;0.6;0.72;4.2;63;70.9;101;29.8;7.9;142.5;26.5;64;7.3
27/5/2016;16;0.6;0.63;4.3;71.3;66.6;97.2;30.2;7.5;139.3;26.2;64;7.7
27/5/2016;17;0.7;0.87;2.9;75.2;106.4;141.1;34.9;5.6;137;25.8;65;9.9
27/5/2016;18;0.7;1.11;1.8;84.6;119.9;156.2;36.4;5.9;140.5;25.3;68;7.3
27/5/2016;19;0.7;1.04;1.2;105;166.1;211.1;45.5;5.6;140.3;25.2;68;7.1
27/5/2016;20;0.7;0.82;1.2;101.2;143.5;185.8;42.5;6;140.4;25;70;8.6
27/5/2016;21;0.7;0.67;1.1;92;132.2;171.7;39.2;5;138.9;25.2;69;9.4
27/5/2016;22;0.6;0.6;1.6;78.7;95.8;126.6;31;5;138.3;25.3;69;8
27/5/2016;23;0.4;0.37;2.5;63.9;49.3;74.1;24.4;5.4;137.5;25.3;72;8.8
27/5/2016;24;0.5;0.19;3.1;52.1;24.4;42.5;17.6;4.4;129.9;24.9;74;11.8
28/5/2016;1;0.3;0.14;4.7;43.3;16.1;30.3;13.6;5.5;136.6;23.9;75;8.7
28/5/2016;2;0.3;0.2;4.7;25.4;15.5;30.4;14.5;3.4;133.5;23.8;74;10.5
28/5/2016;3;0.3;0.17;3.7;24.9;12.7;27.5;14.3;2.9;115.9;24;77;21.8
28/5/2016;4;0.3;0.11;4.6;22.1;13.6;25.2;11.2;3.1;130.6;22.7;83;12.6
28/5/2016;5;0.3;0.26;2;28.4;27.8;46.2;17.8;1.7;141.3;22.7;86;8.5
28/5/2016;6;0.6;0.42;1.7;36.2;90.7;113.2;22.2;3.3;130.1;23.3;81;8.2
28/5/2016;7;0.5;0.66;1.2;41.1;124.2;149.1;24.9;3;121.5;23.1;81;11.1
28/5/2016;8;0.5;0.71;1.4;28.2;80.3;104.9;24.2;2.4;130.6;22.4;85;8.5
28/5/2016;9;0.5;1.02;1.2;31.2;100.4;130.1;29.4;3.6;128.3;23.7;82;8.9
28/5/2016;10;0.6;0.8;1.3;26.8;66.5;86.5;19.9;2.2;141.1;23;87;27.8
28/5/2016;11;0.6;0.57;1.8;37.2;45.7;61.4;15.6;3.1;139.4;24.5;81;14.9
28/5/2016;12;0.4;0.66;2.1;24.2;49.8;65.6;15.6;4.2;136.2;24.8;79;9.3
28/5/2016;13;0.6;0.79;1.8;22.7;69.8;89.5;19.5;5.9;135.8;24.3;81;6.8
28/5/2016;14;0.3;<Samp;1.3;13.5;80.3;102.5;22.2;5;129;23.8;84;5.5
28/5/2016;15;0.3;0.77;1.5;30.3;70.6;89.7;19.4;5.5;129.8;24.7;79;5.8
28/5/2016;16;0.2;0.81;1.4;30.1;77.2;101.8;24.2;4.7;131.4;24.7;75;7.4
28/5/2016;17;0.3;0.79;1.5;28.7;85.7;111.2;25;3.7;130.8;24.8;78;6.5
28/5/2016;18;0.4;0.94;0.9;56.3;101.5;128.7;26.8;3.6;130.1;24.7;79;5.3
28/5/2016;19;0.5;1.17;0.6;69.8;158.9;187.4;28;2.3;128.9;24.7;79;7.5
28/5/2016;20;0.3;0.75;0.7;74.9;79.6;103.1;23.1;1.9;111.9;25.2;71;22.8
28/5/2016;21;0.4;0.79;0.6;53.6;91;118.5;26.6;1;108.6;24.8;70;36.3
28/5/2016;22;0.5;1.04;0.6;56.3;126.4;154;27.1;0.6;114.8;24.4;72;52.4
28/5/2016;23;0.5;1.49;0.6;71.6;172.3;196.7;23.8;0.7;154.6;24;75;37.2
28/5/2016;24;0.5;0.89;0.7;63.5;111.8;133.2;20.9;1.1;123.6;23.9;77;29.9
29/5/2016;1;0.2;0.23;1;61.6;16.7;30.8;13.6;1;84.8;22.8;84;54.7
29/5/2016;2;0.3;0.38;0.6;35.5;45.2;63.6;18.1;0.5;130.2;23;84;27.6
29/5/2016;3;0.3;0.51;0.5;40.9;46.2;63.8;17;0.7;63.2;22.7;86;32.5
29/5/2016;4;0.4;0.41;0.7;33.9;28.5;43.1;14.2;0.8;144.9;22.8;86;53.8
29/5/2016;5;0.5;0.44;0.5;30.2;59.4;74.6;14.8;0.5;85;22.7;85;51.5
29/5/2016;6;0.5;0.58;0.6;32;111.2;125.4;13.8;0.5;68;22;88;54.3
29/5/2016;7;0.5;0.78;0.5;43.6;141.5;159.7;18.1;0.7;105;22.6;88;48.3
29/5/2016;8;0.5;0.94;0.6;50;119.1;142;22.6;1.8;124.6;23.6;83;14
29/5/2016;9;0.6;0.67;0.5;34.3;91.5;113.5;21.4;1.1;114.8;24.7;76;31.5
29/5/2016;10;0.5;0.36;0.8;22.1;33.1;48.8;15.1;2.3;101.5;27.1;61;31.6
29/5/2016;11;0.4;0.17;0.8;26.6;24.2;39.1;14.7;4.2;109.1;27.8;57;26.9
29/5/2016;12;0.3;0.17;1;27.9;26;44.2;17.7;4.4;107.6;28.1;56;27.9
29/5/2016;13;0.3;0.18;1.1;16.4;24.6;38.3;13.5;4.4;111.5;28.1;57;19.8
29/5/2016;14;0.1;<Samp;1.5;22.2;26.4;45.7;18.9;4;105.2;27.6;59;25.3
29/5/2016;15;0.1;0.33;2.2;37;30.3;48;17.7;4.7;119.3;27.6;59;17.2
29/5/2016;16;0.1;0.31;2.6;23.7;28.2;52.5;23.8;5;119.6;27.3;60;15.4
29/5/2016;17;0.1;0.31;2.7;13.7;30.3;123;92.2;4.2;118;26.5;64;13.9
29/5/2016;18;0.1;0.36;2.4;16.7;32.2;48.9;16.4;3.7;117.1;26;65;18.2
29/5/2016;19;0.1;0.46;2.3;9.7;37.9;57.9;19.6;3.6;116.5;26;66;16.1
29/5/2016;20;0.2;0.42;2.2;23;39.1;59.1;19.7;2.7;116;25.8;65;18.3
29/5/2016;21;0.3;0.64;1.2;21.8;66;89.6;23.1;1.4;108.4;25.5;68;23
29/5/2016;22;0.3;0.55;1.5;48.7;58.3;82.5;24;1.9;119.1;25.5;68;17.9
29/5/2016;23;0.2;0.55;1;31.2;48;71.5;23;0.7;117.3;25;70;48.5
29/5/2016;24;0.2;0.45;1.1;43.7;31.7;50.5;18.3;0.9;120;25;71;37.2
30/5/2016;1;0.1;0.33;1.4;34.9;16.3;31;14.3;0.7;146.2;24.7;72;50.9
30/5/2016;2;0.2;0.24;1.3;24.5;15.5;28.8;12.9;0.7;147.8;24.6;73;52.2
30/5/2016;3;0.2;0.28;0.8;17.8;18.6;31.3;12.2;0.6;114.6;24.1;77;52.9
30/5/2016;4;0.3;0.21;1;17.5;10.1;21.8;11.2;0.4;88;23.3;84;39.1
30/5/2016;5;0.2;0.33;0.8;22.2;28.4;43.6;14.8;0.9;87.2;23;86;51.1
30/5/2016;6;0.7;0.83;0.7;25.1;211.4;232.8;20.9;0.7;61.2;23;88;46.7
30/5/2016;7;1;1.69;0.7;58.5;378.8;407.5;28.7;0.4;85.7;23.3;87;38
30/5/2016;8;0.5;1.68;0.7;74.2;161.9;186.3;24.4;1.7;143.8;24.7;81;18.4
30/5/2016;9;0.3;1;0.7;72.4;77.1;97.1;20.4;2.8;146.1;24.3;83;15.2
30/5/2016;10;0.2;0.89;0.9;44.9;86.7;110.7;25.2;4.6;144;24.2;82;7.5
30/5/2016;11;0.6;1.3;0.7;51.5;148.5;179;30.4;2.5;119;25;77;13.6
30/5/2016;12;0.4;0.82;0.9;42.1;70.6;92.6;21.6;3;106.1;25.6;73;16.6
30/5/2016;13;0.4;0.79;1.1;41;62.3;84.9;22.6;2.3;149;27.1;67;31.6
30/5/2016;14;0.4;<Samp;0.9;52.1;76.2;100.3;24.7;3.8;128.7;28.6;64;24.1
30/5/2016;15;0.3;0.82;0.8;40.1;87.3;111.7;24.7;5.2;121.8;27.8;69;13.8
30/5/2016;16;0.3;0.85;0.8;44;93.3;117.6;24.9;4.4;135.1;27.1;72;18.9
30/5/2016;17;0.3;1.01;0.7;48.2;106;134.4;29.1;3.4;140.6;26.8;73;23.7
30/5/2016;18;0.3;1.08;0.6;76;103.4;129;27.4;2.9;121.8;26.2;74;19.3
30/5/2016;19;0.4;1.22;0.5;72.2;133.3;169.2;35.9;2.3;114.2;26.2;73;19
30/5/2016;20;0.3;0.97;0.5;77.9;125.3;155;29.8;1.2;92.6;26.1;76;36.6
30/5/2016;21;0.2;0.92;0.5;81.7;112.7;143.2;30;1.3;116.2;25.8;77;38.1
30/5/2016;22;0.3;0.94;0.6;85.6;122.2;146.6;24;1.3;133;25.7;78;26
30/5/2016;23;0.5;1.24;0.8;59.9;154.1;176.7;22.2;1.7;116.2;25.2;81;24.7
30/5/2016;24;0.3;0.46;0.5;58.5;76.7;97.3;20.1;0.9;90.4;24.7;86;51.2
31/5/2016;1;0.4;0.65;0.5;46.2;93.2;111.1;17.4;0.7;98.1;24.7;88;43.4
31/5/2016;2;0.4;0.62;0.6;47.9;100.2;118.6;17.9;0.9;105.2;24.6;88;33.1
31/5/2016;3;0.2;0.1;0.7;27.2;13.6;25.4;11.2;1.5;130.4;24.5;87;19.1
31/5/2016;4;0.2;0.16;0.5;28.7;35.2;52;16.3;1.3;130.8;24.8;85;5.5
31/5/2016;5;0.3;0.31;0.5;19.6;95.1;113.5;18.5;1.1;135.5;24.6;84;21.4
31/5/2016;6;0.5;0.82;0.6;12.1;266.4;289.1;22.6;0.6;82.9;24;87;58.9
31/5/2016;7;1.1;1.72;0.7;26.4;460.6;494.3;33.1;1;86;24.7;86;32.7
31/5/2016;8;1.1;1.67;0.6;72.7;322.9;351.7;28.4;1.3;79;27.2;76;31.4
31/5/2016;9;0.6;0.86;0.7;87.3;84.6;104.8;20.4;2.8;110;28.6;67;28.3
31/5/2016;10;0.3;0.59;1.1;56.7;54.7;72.2;17.5;4.1;120.8;29.4;62;20.7
31/5/2016;11;0.3;0.66;0.6;52.5;67.6;84.1;17.3;4.6;113.7;28.6;65;20.8
31/5/2016;12;0.5;0.72;0.6;32.4;77.5;92.9;17.2;4.3;119.5;28.9;63;17.3
31/5/2016;13;0.4;0.63;0.6;41.6;77.8;96.2;19.3;4.8;127.5;29.6;60;16.9
31/5/2016;14;0.2;<Samp;0.7;31.9;57.2;72.3;15.6;5.1;132.1;29.9;59;13.7
31/5/2016;15;0.5;0.71;0.8;35.1;79.1;93.6;16.3;4.9;131.8;29.4;62;15
31/5/2016;16;0.5;0.86;0.8;35.1;89.2;110.8;22.4;6;139.5;28.9;61;10.1
31/5/2016;17;0.5;0.83;0.7;44.8;79.6;100.2;21.5;4.2;128;27.7;68;15.8
31/5/2016;18;0.5;0.93;0.7;33.7;88.2;111.5;25.2;3.8;128.3;27.1;71;14.2
31/5/2016;19;0.5;0.88;0.6;27.8;101.5;121.4;20.8;3.7;129.9;26.7;71;13.5
31/5/2016;20;0.6;0.75;0.5;36.8;111.1;130.4;19.5;3.6;125.6;26.5;72;14.6
31/5/2016;21;0.5;0.55;0.6;45.4;79.1;95.9;16.6;3.3;126.5;26.3;71;16.1
31/5/2016;22;0.4;0.65;0.6;42;82.2;99;17;2.6;124.2;26;73;14.5
31/5/2016;23;0.5;0.65;0.6;23.3;102.8;120.9;18.1;1.8;124.8;25.8;73;24.5
31/5/2016;24;0.5;0.62;0.7;36.5;114.2;133.4;18.8;0.8;150.4;25.2;76;41.8
1/6/2016;1;0.5;0.48;0.7;33.4;81.8;115.1;32.8;0.6;148.8;24.4;80;58
1/6/2016;2;0.5;0.52;0.7;52.5;104.4;242.2;137.4;0.4;92.6;23.5;84;63.9
1/6/2016;3;0.5;0.51;0.7;36.1;84.5;125.1;40.1;0.4;127.8;22.9;86;56.5
1/6/2016;4;0.4;0.39;0.7;46.3;81.9;96.1;13.7;0.5;101.3;22.6;87;49
1/6/2016;5;0.5;0.46;0.6;44.8;123.1;137;13.4;0.4;83;22.5;88;59.5
1/6/2016;6;1.1;1;0.7;44.1;352;372.4;20.2;0.4;92.8;22.5;88;61.3
1/6/2016;7;1.4;1.85;0.8;79.1;525.9;553.7;28.1;1;59.8;23.3;86;31
1/6/2016;8;1.4;2.02;0.8;110.8;364.8;394.6;30.2;1.2;118.5;26.4;74;30.3
1/6/2016;9;0.9;0.83;0.6;110.9;94.4;115.7;21.5;2.6;155.8;26.8;73;15.5
1/6/2016;10;0.6;0.83;0.5;85.6;76.7;98.1;21.5;2.5;153.2;27;73;26.8
1/6/2016;11;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp
1/6/2016;12;0.7;1.05;0.6;58.4;101.6;127.1;26.2;5.1;135.1;27.9;67;14.9
1/6/2016;13;Span;Span;Span;Span;Span;Span;Span;5.8;130.1;28.5;65;7.5
1/6/2016;14;Span;Span;Span;Span;Span;Span;Span;5.8;126.3;29;61;8.7
1/6/2016;15;Span;Span;Span;Span;Span;Span;Span;5.7;128.3;29.1;60;7.2
1/6/2016;16;0.7;0.41;0.8;WarmUp;103.6;141;38.7;5.3;124.2;28.9;61;9
1/6/2016;17;0.7;0.68;0.8;36;117.6;168.7;50.6;4.9;123.9;27.6;65;7.6
1/6/2016;18;0.8;0.87;0.7;28.1;127.3;168.7;41.9;4.2;122.5;26.9;67;11
1/6/2016;19;1;0.82;0.6;38.3;164.6;209.1;44.6;3.7;120.2;26.6;69;15.5
1/6/2016;20;0.9;0.6;0.6;32.7;116.4;150.8;34.3;2.4;114.3;26.4;70;15.2
1/6/2016;21;0.9;0.75;0.6;47.8;134.6;162.5;27.6;0.9;94.4;26;72;45.5
1/6/2016;22;0.9;0.79;0.6;48.3;129.7;154.3;24.3;0.7;106.3;25.7;75;55.2
1/6/2016;23;0.9;0.81;0.5;34.7;143;163.6;20.3;0.7;128.4;25.4;75;52.7
1/6/2016;24;0.8;0.66;0.7;39.9;152.4;167.4;14.6;0.7;157.2;24.8;79;53.2
2/6/2016;1;0.9;0.61;0.8;35.9;155.1;165.5;10;0.6;87.1;24.2;82;55.9
2/6/2016;2;0.8;0.43;0.8;51.9;121.5;130.3;8.4;0.7;91.3;23.7;84;57.6
2/6/2016;3;0.9;0.38;0.9;55.4;110.8;117.8;6.5;0.4;101.1;23.3;85;64.3
2/6/2016;4;0.9;0.28;0.9;49.5;117.1;123.2;5.6;0.7;108.7;23.2;86;65.7
2/6/2016;5;1;0.39;0.9;41.5;163.6;167.8;3.9;0.4;97.1;22.9;86;66.5
2/6/2016;6;1.5;0.84;0.9;50.1;360.7;363.6;4.3;0.5;92.6;23;87;56.3
2/6/2016;7;1.5;1.26;0.8;67.3;365.7;369.5;5.4;1.3;61.9;24.4;84;38.8
2/6/2016;8;0.9;0.61;0.6;101.2;99.1;110.1;11.5;1.8;98.3;27.5;73;40.7
2/6/2016;9;0.9;0.39;0.7;73.8;62.7;75.2;13.3;2.1;122.3;28;68;40.2
2/6/2016;10;1;0.42;0.8;44.1;64.1;83.5;20.9;2.9;146.1;27.8;70;19.5
2/6/2016;11;0.9;0.39;0.9;59.2;55.9;84.3;28.5;2.8;148.1;28;69;28.8
2/6/2016;12;0.8;0.46;1.2;32.7;53.1;105.4;52.3;2.6;152.2;28.4;65;26.5
2/6/2016;13;0.9;0.79;2;33.6;82.6;152;69.3;3.9;126.8;28.9;64;9.7
2/6/2016;14;0.4;0.67;3.2;43.1;49.6;108.7;58.6;3.4;116.9;29.3;62;17
2/6/2016;15;0.4;0.77;3.9;27.5;64.6;106;41.1;4.3;124.8;29;62;11.1
2/6/2016;16;0.4;0.56;3.7;43.8;56.4;87.9;31.2;4.5;116.6;28.7;64;13.3
2/6/2016;17;0.4;0.64;3.8;24.3;62.8;96.1;32.7;4.3;115.1;27.3;70;14.2
2/6/2016;18;0.4;1.19;1.5;27;90.7;114.2;28.6;3.8;122.3;26.7;72;22.6
2/6/2016;19;0.5;1.5;0.7;38;144.1;176.5;35.7;2.5;85.4;26.6;72;29
2/6/2016;20;0.6;1.35;0.6;34.1;195.8;227.9;39.2;2.3;74.9;26.6;71;33.4
2/6/2016;21;0.6;0.98;0.5;38.6;156.3;178.7;23.4;2.5;67.2;26.3;72;33.7
2/6/2016;22;0.4;0.49;0.5;52;66.7;88;21.1;2.2;59.5;25.8;73;43.6
2/6/2016;23;0.2;0.49;0.5;52.6;50;70.2;19.6;2.4;60.5;25.5;74;39.2
2/6/2016;24;0.1;0.48;0.5;29.1;44.7;64.8;19.7;2.2;51.5;25.2;76;39.4
3/6/2016;1;0.2;0.34;0.6;29.9;28.4;45.2;16.3;2;58.7;24.6;78;37.2
3/6/2016;2;0.1;0.25;0.7;34;18.2;31.9;13.3;1.2;83.1;24.4;78;51
3/6/2016;3;0.2;0.32;0.8;19.6;27.2;40.1;12.3;0.8;149.3;24;80;40.4
3/6/2016;4;0.4;0.41;0.7;13.2;51.2;62.1;10.4;0.7;137.2;23.3;83;41.1
3/6/2016;5;0.4;0.48;0.6;10.8;85.9;98;11.6;1;106.8;23.3;84;25.5
3/6/2016;6;0.7;0.98;0.7;30.8;281.6;294.2;12.3;1;113.4;23.4;83;55.4
3/6/2016;7;1.1;1.64;0.8;68.7;400.8;413.2;13.1;0.9;93.5;24;82;45.2
3/6/2016;8;0.6;1.15;0.9;87.3;133.1;154.1;21;1.7;80.7;26;74;55
3/6/2016;9;0.4;0.84;1.2;94.4;55.6;83.1;27.7;2.4;126.2;27.7;68;51
