Data_PIR;Hora_PIR;SO2_PIR;CO_PIR;O3_PIR;MP_PIR;NO_PIR;NOX_PIR;NO2_PIR;VEL_VENTO_PIR;DIR_VENTO_PIR;TEMP_PIR;UMID_PIR;STWD_PIR;
2/8/2015;14;0.4;0.04;14.9;13.5;5.3;10.5;5.2;4.7;122.2;26.8;56;22.5;0
2/8/2015;15;0.3;0.05;14.7;8.9;4.3;9.1;5;4;156.1;25.7;57;22.4;0
2/8/2015;16;0.3;0.06;14.6;6.7;2.2;6;4;4.9;168;25.3;59;21.8;0
2/8/2015;17;0.3;0.11;12.3;4.3;3.3;9;5.7;4.4;144;23.8;72;26.1;0.8
2/8/2015;18;0.5;0.34;6.9;8;45.8;76.4;30.7;2.6;166;21.5;85;19.3;0.2
2/8/2015;19;0.6;0.47;2.3;5.5;71.4;100.9;29.5;1.7;180.9;21.6;84;17.6;0
2/8/2015;20;0.4;0.68;2.2;14;15.8;38.6;22.8;1.7;207.9;22.1;82;11.3;0
2/8/2015;21;0.5;0.75;1.3;23.6;49.6;75.2;25.7;1.7;173.1;22.5;81;19.4;0
2/8/2015;22;0.7;0.65;1.2;17.7;73.7;100;26.3;2;141.6;22.6;81;19.5;0
2/8/2015;23;0.5;0.31;4.8;20.1;19.3;37.7;18.4;2.7;149.9;22.6;74;22.5;0
2/8/2015;24;0.5;0.22;5;15.1;15.7;30.3;14.6;2.1;130.2;22.2;78;19.5;0
3/8/2015;1;0.4;0.28;10.5;13.9;1.5;7.6;6.3;3.2;112.2;22.1;77;16;0
3/8/2015;2;0.3;0.21;12.1;9.8;1.3;4.7;3.6;4.4;126.5;21.9;78;18.5;0
3/8/2015;3;0.4;0.25;9.6;7.1;1.9;6.7;5.3;2.8;139.7;21.5;78;24.2;0
3/8/2015;4;0.4;0.17;10.2;5.9;1.6;5.4;3.9;2.4;135.9;21.4;79;16.2;0
3/8/2015;5;0.5;0.18;4.7;4.6;22.1;38.9;16.9;2.6;138.8;21.5;78;13.9;0
3/8/2015;6;0.7;0.4;1.2;7.6;132.5;170.6;38.1;2.5;138.7;21.8;78;14.9;0
3/8/2015;7;0.6;0.44;2.1;22;48.2;76.2;28.1;2.6;132.3;22.6;77;19.8;0
3/8/2015;8;0.5;0.38;6.9;35.8;15.9;35.5;19.6;3;124.5;23.5;72;19.8;0
3/8/2015;9;0.3;0.28;9.9;26.7;11;23.5;12.5;4;120.3;25.3;62;20;0
3/8/2015;10;0.3;0.2;15.4;17.4;5.3;11.9;6.6;5.3;110.9;26.1;56;19;0
3/8/2015;11;0.3;0.13;14.9;23.1;5.4;11;5.6;5.7;124.3;27.5;51;24.1;0
3/8/2015;12;0.4;0.1;15.7;26.7;6.8;12.9;6.1;6.8;127.2;28.1;48;22.1;0
3/8/2015;13;0.3;0.06;15.1;26;4.7;10.1;5.5;4.7;117.5;28.4;45;25.1;0
3/8/2015;14;0.2;0.04;15;16.1;6.4;13.2;6.9;4.2;111;27.7;46;20.7;0
3/8/2015;15;0.2;0.04;15.8;8.4;6.6;13.2;6.6;4;110.1;27.7;47;20.5;0
3/8/2015;16;0.2;0.05;15.6;5.2;6.2;12.8;6.6;4.3;110;27;52;20.7;0
3/8/2015;17;0.2;0.01;14.2;4.7;5.5;13.8;8.3;4.4;107.6;25.7;54;16;0
3/8/2015;18;0.3;0.07;12.1;10.9;8;21.9;14;3.3;110;24.6;56;16.2;0
3/8/2015;19;0.3;0.19;4.3;7.1;22.2;46.6;24.3;2.2;118.1;23.9;59;21.3;0
3/8/2015;20;0.3;0.22;3.4;57.4;28.2;52.6;24.4;2.5;116.8;23.4;65;20.8;0
3/8/2015;21;0.3;0.22;2.6;52.3;26;49.2;23.2;3.7;131.2;23.1;66;22.7;0
3/8/2015;22;0.2;0.23;3.4;50.2;24.6;46.9;22.3;3;130.2;22.9;67;23;0
3/8/2015;23;0.3;0.11;4.4;44.6;11;29.8;18.8;1.9;116;22.6;69;18.6;0
3/8/2015;24;0.3;0.12;3.8;37.4;13.9;32.7;18.8;1.8;113.8;22.3;71;17.6;0
4/8/2015;1;0.3;0.13;3.3;21.9;8.2;26.3;18.1;1.7;113.6;21.8;74;15.4;0
4/8/2015;2;0.3;0.18;3.7;11.6;19.7;38.2;18.7;1.8;122.1;21.5;77;15.8;0
4/8/2015;3;0.2;0.12;6.4;8.5;5;16.4;11.7;1.9;122.3;21.5;77;18.7;0
4/8/2015;4;0.3;0.07;6.4;7.5;1.4;11.3;10.3;1.6;126.7;21.4;76;17.1;0
4/8/2015;5;0.3;0.25;4.1;7.7;26.1;44.4;18.3;1.7;117.9;21.6;76;14.9;0
4/8/2015;6;0.4;0.19;2;12.4;64.7;93.2;28.5;2.7;111.2;21.7;74;14.8;0
4/8/2015;7;0.4;0.43;1.8;15.4;70.2;99.9;29.7;4.1;119.5;21.9;74;15;0
4/8/2015;8;0.3;0.43;4.3;38.3;34.8;56.7;22;3.1;115;25.3;63;18.5;0
4/8/2015;9;0.1;0.19;9.2;57;13.8;27.9;14.1;2.9;112.1;26.5;57;23.9;0
4/8/2015;10;0.2;0.06;11;33.5;10.4;20.2;9.8;3.4;119.6;27.7;46;23.5;0
4/8/2015;11;0.1;0.05;13.1;22.7;6.9;13.4;6.5;4.7;112.5;28.3;37;21;0
4/8/2015;12;0.1;0.05;13.5;13.5;6.6;12.4;5.8;4.8;108;28.6;40;20.4;0
4/8/2015;13;0.2;0.02;14.2;17.5;5.8;12.2;6.4;3.8;111.3;29.1;39;25;0
4/8/2015;14;0.2;0.21;12.5;12.4;6.8;14.5;7.7;3.7;126;29.2;40;24.1;0
4/8/2015;15;0.3;0.14;13.2;9.3;6.3;13.7;7.4;3.5;126.6;28.8;37;24.6;0
4/8/2015;16;0.2;0.12;11.6;7.6;11.5;23.1;11.7;5.2;145;27.7;45;23.2;0
4/8/2015;17;0.2;0.2;10.4;7;9.8;22.2;12.4;4.8;142;26.2;55;24.6;0
4/8/2015;18;0.2;0.39;9.8;6.7;6.9;19.5;12.6;3;124.9;24.9;66;23.7;0
4/8/2015;19;0.3;0.62;3.5;24.8;36.7;62.3;25.6;2.2;134.7;24.3;69;24.5;0
4/8/2015;20;0.4;0.67;2.2;14.1;43.9;70.8;27;1.9;123.9;23.7;72;22.7;0
4/8/2015;21;0.4;0.8;1.4;38.3;68.5;95.6;27.1;1.7;132.9;23.4;74;22.7;0
4/8/2015;22;0.5;0.68;1.1;38.7;87.1;119.6;32.5;2.2;150.8;23.5;74;17.7;0
4/8/2015;23;0.5;0.7;1.2;37.7;73.5;104.6;31;2.2;144;23.4;74;20;0
4/8/2015;24;0.4;0.66;1.6;30.4;55.4;96.6;41.2;2.6;142.1;23.8;75;15.9;0
5/8/2015;1;0.5;0.7;1.2;16.8;83.8;171.3;87.5;2.8;151.9;23.3;77;18.3;0
5/8/2015;2;0.5;0.66;4.1;34.5;46.5;119;72.4;4.1;152.1;22.9;79;20.3;0
5/8/2015;3;0.4;0.81;5.3;21.4;1.9;21.9;20;2.4;148.2;22.3;84;21.4;1.4
5/8/2015;4;0.2;0.8;4.2;11.8;4.1;23.7;19.6;1.7;134.1;21.9;86;19.3;0
5/8/2015;5;0.4;0.89;2;7.9;33.3;83;49.7;2;132.5;22;87;16;0
5/8/2015;6;0.6;0.82;1.1;14.1;71.5;102.2;30.7;1.9;107.9;22.2;86;17.7;0
5/8/2015;7;0.5;0.96;1.3;8.8;54.8;85;30.2;2.1;93.5;23;82;18.9;0
5/8/2015;8;0.4;1.01;3;22;41.5;67;25.5;2.2;104.7;25.8;71;20.3;0
5/8/2015;9;0.2;0.86;8.8;39.3;9.6;21.9;12.2;2.6;113.1;26.8;68;22.6;0
5/8/2015;10;0.2;0.88;9.2;37.8;11.3;26;14.7;2.4;141.8;27;67;26.5;0
5/8/2015;11;0.2;0.87;10.3;27;9.4;22.9;13.5;3.8;164.4;26.6;68;25.4;0
5/8/2015;12;0.2;0.92;11.9;26.7;6.9;16.5;9.7;4.7;159.2;28.2;62;31.3;0
5/8/2015;13;0.2;0.87;11.9;29;6.5;15.9;9.4;3.9;149.4;27.6;64;19.8;0
5/8/2015;14;0.4;0.4;10.4;18.4;7.4;19;11.6;3.7;145.8;26.9;67;19.7;0
5/8/2015;15;0.5;0.56;11.3;10.4;9.4;21.6;12.2;3.5;121.7;25.3;76;24.3;3.4
5/8/2015;16;0.5;0.48;10;13.9;8.9;26.4;17.5;3.3;144.6;24.9;73;18.5;0
5/8/2015;17;0.6;0.52;8.7;19.5;10.5;30.6;20.1;3.2;155.5;24.8;73;19.4;0
5/8/2015;18;0.5;0.55;8.1;27.8;11;31.7;20.8;3.5;165.8;23.5;79;18.6;0
5/8/2015;19;0.6;0.68;4.3;20.9;28.1;55.4;27.3;2.4;147.3;22.6;82;24.6;0.6
5/8/2015;20;0.6;0.72;7.1;14.2;11.2;28.9;17.7;2.9;68.6;21.9;88;21.5;9.8
5/8/2015;21;0.6;0.66;5.6;16.5;17.4;36.6;19.3;3.4;135;21.6;90;30.3;0.4
5/8/2015;22;0.6;0.68;4.6;19.6;16.8;37.4;20.6;3.1;111.8;21.7;90;27.8;1
5/8/2015;23;0.6;0.56;12.2;12.2;6.4;17.7;11.3;3.2;109.4;21.2;90;17.7;0.6
5/8/2015;24;0.6;0.61;8;8.3;12.8;32.3;19.6;2.2;114.8;21;90;21.8;0.8
6/8/2015;1;0.7;0.59;12.1;5.7;3.8;14.5;10.8;3.2;104.5;21.4;90;15.1;0
6/8/2015;2;0.6;0.45;18.1;4.3;1;5.3;4.7;3.8;102.8;20.8;90;12;0.2
6/8/2015;3;0.6;0.51;17.2;5.8;2.1;6.3;4.4;3.3;108.8;21.2;90;16.6;0
6/8/2015;4;0.6;0.51;16.9;3.3;1.3;5.4;4.5;3.6;104.6;21.3;89;13.4;0
6/8/2015;5;0.6;0.42;9.4;2.6;20.6;35;14.5;2.4;74.4;21.4;87;15.2;0
6/8/2015;6;0.7;0.52;2.5;3.2;29.2;55.4;26.3;3.3;69.7;21.4;84;14.7;0
6/8/2015;7;0.7;0.79;1.9;12.3;40.2;65.2;25;3.4;97.1;21.6;84;23.8;0
6/8/2015;8;0.7;1.11;1.7;25.3;31.1;53;21.9;2.1;11.6;22.2;84;26.2;0
6/8/2015;9;0.7;0.73;6.8;27.2;16.7;33.7;17;2.6;52.1;23.4;81;17.4;0
6/8/2015;10;0.7;0.73;8.9;23.3;13.9;28;14.1;2.3;53.9;24.4;79;22.6;0
6/8/2015;11;0.5;0.6;11.2;32.4;6.3;15.4;9.1;3;120.9;27.1;67;24.1;0
6/8/2015;12;0.5;0.49;12.7;32.5;7.9;16.7;8.8;3.9;116.6;27.5;59;21.6;0
6/8/2015;13;0.5;0.45;14.1;23.6;5;10.6;5.7;4.5;112.2;27.5;58;20.2;0
6/8/2015;14;0.1;0.15;13.7;13.8;6.9;13.5;6.6;4.4;113.5;27.7;56;21.7;0
6/8/2015;15;0.2;0.1;11.4;7.1;10;19.8;9.8;4;121.2;27.4;53;23.2;0
6/8/2015;16;0.3;0.07;12.3;7.2;9.2;20.1;10.9;5.1;135.4;26;58;25.5;0
6/8/2015;17;0.1;0.05;9.9;23.9;10.5;22.8;12.3;4.6;124.6;25.3;61;22.5;0
6/8/2015;18;0.2;0.09;8.4;16.3;8.9;23.3;14.4;2.9;118.2;24.8;63;22.7;0
6/8/2015;19;0.2;0.12;7.4;22.1;12.6;28.9;16.3;2.8;116.9;24.5;64;22.5;0
6/8/2015;20;0.3;0.09;7.2;29.1;12.1;27.8;15.7;2.5;121.2;24.2;65;24.6;0
6/8/2015;21;0.2;0.07;5.9;24.3;14.7;33.4;18.7;2.2;122.6;23.8;66;23.6;0
6/8/2015;22;0.3;0.02;4.8;20.2;16.3;35.7;19.3;2.2;118.2;23.1;69;20.4;0
6/8/2015;23;0.3;0.07;4.5;19.3;18.3;37.8;19.5;2;122.7;22.7;71;19.7;0
6/8/2015;24;0.2;0.1;4.1;32;17.4;36.1;18.7;1.9;121.6;22.5;72;20.8;0
7/8/2015;1;0.2;0.05;5.9;21.7;6.4;21.8;15.4;2.6;119.5;22.2;73;19.8;0
7/8/2015;2;0.1;0.05;7;20.2;3.9;17.6;13.9;3.8;143.6;21.8;74;20.7;0
7/8/2015;3;0.3;0.1;3.8;12.7;4.4;27.5;23.3;2.4;155.9;21.7;73;15.8;0
7/8/2015;4;0.2;0.24;4.7;18;9.3;38.5;29.3;2.1;143;21.7;72;14;0
7/8/2015;5;0.3;0.34;2.4;12.3;28.1;56.7;28.6;1.6;139.1;21.5;74;18.4;0
7/8/2015;6;0.7;0.43;1.1;18;169.8;216;46.2;1.7;139.5;21.5;75;19.3;0
7/8/2015;7;0.5;0.37;1.2;34.9;115.8;159.4;43.6;1.8;133.3;22.7;71;20.5;0
7/8/2015;8;0.2;0.24;2.7;48.3;29.6;58.3;28.7;2.1;134.5;24.2;67;22.9;0
7/8/2015;9;0.2;0.02;11.2;54.8;10.5;23.7;13.3;3.1;125.2;26.1;60;22.5;0
7/8/2015;10;0.1;0.01;13;34.8;8.2;18.2;10.1;3.8;134;27;57;23.6;0
7/8/2015;11;1.2;0.32;13.4;34.5;6.4;14.8;8.5;5.1;144.5;27.4;54;25.6;0
7/8/2015;12;0.2;0;14.8;34.9;4.9;11.8;7;5.4;147.6;27.6;52;25.6;0
7/8/2015;13;0.1;0;15.3;25;3.7;9.9;6.2;4;138;27.9;52;25;0
7/8/2015;14;0.2;0.08;15;14.9;6.3;14.3;7.9;4.2;143.8;27.3;52;22.8;0
7/8/2015;15;0.2;0.04;14.8;32.6;6.5;14.1;7.6;4;147.3;26.9;51;22;0
7/8/2015;16;0.3;0.02;11.9;20.5;10.1;23.1;13;3.6;147.5;26.5;52;24.2;0
7/8/2015;17;0.4;0.01;12;13.7;9;24;15;3.6;148.7;25;55;20.9;0
7/8/2015;18;0.4;0.05;7.8;15.7;7;28.1;21.2;3;146.8;24;57;15.5;0
7/8/2015;19;0.5;0.13;2.9;15.3;51.8;87.2;35.4;2.3;155.1;23.4;63;20;0
7/8/2015;20;0.5;0.1;2.9;36.2;50.8;81.6;30.7;2.9;162.8;23.4;60;18.8;0
7/8/2015;21;0.6;0.05;1.8;40.4;89.4;127.3;37.9;4.2;169;23.1;60;18.8;0
7/8/2015;22;0.6;0.08;1.3;30.8;98.4;135.2;36.8;2.8;156.6;22.6;64;18;0
7/8/2015;23;0.7;0.25;1.2;39.9;120.1;158.6;38.4;1.5;143;22.1;67;20.5;0
7/8/2015;24;0.6;0.26;1;50.8;95.5;131.5;36;1.5;142.5;21.8;69;19.2;0
8/8/2015;1;0.6;0.21;1;41;87.4;123.6;36.1;1.6;150.8;21.9;70;18.4;0
8/8/2015;2;0.5;0.43;1.7;30.6;27.9;57.7;29.8;1.7;146.4;21.8;71;20;0
8/8/2015;3;0.5;0.19;6.4;28.4;1.9;19.8;18.1;1.9;151.3;21.8;71;15.8;0
8/8/2015;4;0.4;0.28;9;15.2;1.7;14.7;13.3;1.8;163.8;21.7;71;16.5;0
8/8/2015;5;0.6;0;4.1;27.3;70.7;106.1;35.4;1.8;178;21.9;67;17.7;0
8/8/2015;6;0.6;0.01;1.4;16.9;79.4;118.7;39.3;3;194.7;21.8;65;15.3;0
8/8/2015;7;0.6;0.08;2;27.2;69.4;108.7;39.3;3.8;208;22.4;62;16.1;0
8/8/2015;8;0.6;0.19;4.2;36.1;51.5;84.3;32.8;2.4;198.5;24.7;55;20.7;0
8/8/2015;9;0.3;0;14.5;54.2;8.6;20.9;12.4;3.2;183.2;25.7;53;20.6;0
8/8/2015;10;0.3;0;17.3;32.2;4.9;13.4;8.5;3.5;184.3;25.9;51;21.9;0
8/8/2015;11;0.2;0;17.5;18.4;4.2;11.9;7.7;3.6;176.6;26.2;50;25.6;0
8/8/2015;12;0.3;0;17.8;26.2;4.2;12.2;8;3.8;178.5;26.1;53;23.3;0
8/8/2015;13;0.4;0;17.4;18.1;3.6;11.7;8.1;3.9;184.7;25.1;59;18.2;0
8/8/2015;14;0.6;0.23;17.3;12.5;5.1;13.9;8.7;3.5;156.1;24.9;62;22.8;0
8/8/2015;15;0.7;0.34;15.1;22.5;6.6;17.5;10.9;3.2;148.2;25.7;63;23.9;0
8/8/2015;16;0.7;0.25;16.8;15.5;3.7;11.7;8;4.9;178.3;25.2;63;23.8;0
8/8/2015;17;0.8;0.45;15.3;10;3.9;14;10.1;4.5;154.8;22.6;81;23.8;0
8/8/2015;18;0.8;0.53;15.5;12.4;3.7;15;11.5;3.1;135.3;21.7;82;21.6;0.2
8/8/2015;19;0.9;0.74;4.3;15.4;77.2;119.1;41.9;2.3;133.6;21.1;85;20.4;0
8/8/2015;20;0.8;0.78;2.5;18.1;19.9;50.5;30.6;1.9;140.6;22;81;21;0
8/8/2015;21;0.8;0.78;6.7;13;16.1;37.7;21.6;2.7;126.5;21.4;86;18.8;3.8
8/8/2015;22;0.9;0.65;11;25.8;7.6;24.8;17.2;2.4;163;20.9;89;20;0.2
8/8/2015;23;0.9;0.72;15;16.2;2.7;15.1;12.7;3.5;183.7;20.9;89;14.8;0
8/8/2015;24;0.9;0.62;15.2;27.8;5.2;16;10.8;3.5;179.2;21;89;17.6;1.6
9/8/2015;1;0.9;0.65;11.9;18.7;14;29.6;15.6;4;175.3;20.8;89;20.8;2.8
9/8/2015;2;0.8;0.6;12.8;20.2;7;16.6;10;5.5;168.1;20.5;89;18.7;0.8
9/8/2015;3;0.9;0.63;16.6;12.9;1;3.4;2.8;3.1;164.2;20.8;83;19.2;0.2
9/8/2015;4;0.8;0.55;16.5;11.4;1.1;3.3;2.8;2.3;154.3;22;73;21.8;0
9/8/2015;5;0.8;0.53;18.8;6.4;3.8;10.9;7.2;3.5;160.3;21.5;76;19.2;0.2
9/8/2015;6;0.9;0.62;6;6.8;31.1;58.8;27.8;2.3;141.6;21.5;81;20;0.6
9/8/2015;7;0.8;0.75;7.6;4.8;9;24.9;15.9;1.8;114.3;21.6;85;23.1;0.2
9/8/2015;8;0.8;0.77;6.8;28.1;10.5;26.7;16.3;2.1;132;24.1;76;23.3;0
9/8/2015;9;0.6;0.72;14.6;16.8;4.4;11.7;7.3;2.9;130.6;26;67;23.7;0
9/8/2015;10;0.7;0.74;16;9.3;3.9;9.7;5.8;3.4;136.6;26.4;63;22.9;0
9/8/2015;11;0.5;0.67;15.4;6.5;5.4;11.2;5.9;5.4;145.3;27.4;60;25.4;0
9/8/2015;12;0.7;0.64;15.9;21.9;2.5;5.7;3.3;6.3;154.6;27.4;60;21;0
9/8/2015;13;0.7;0.59;17;12.4;2.3;5.8;3.7;4.4;154.6;26.5;61;20.1;0
9/8/2015;14;0.6;0.11;14.5;16.3;3.1;6.3;3.4;4.2;140.1;27.2;59;21.3;0
9/8/2015;15;0.7;0.13;14.8;15.9;2.4;5.8;3.6;4.1;149;26;65;20.1;0.4
9/8/2015;16;0.8;0.14;15.8;9.3;2.5;6.1;3.7;4.4;160.2;25.5;63;18.2;0
9/8/2015;17;1.1;0.27;5.6;5.1;148.3;199.3;51.2;3.4;149.4;25.1;64;21.8;0
9/8/2015;18;1.2;0.31;2.1;5.1;217.1;268.6;52.9;3;155;24.4;68;18.7;0.4
9/8/2015;19;1;0.3;4.5;4;54.4;80.6;26.5;2.6;156.9;23;81;18.7;0.2
9/8/2015;20;0.9;0.35;3.9;21.1;46.1;70.3;24.1;2.9;153.5;22.6;81;24.1;1.8
9/8/2015;21;1;0.37;2.6;18.7;71.1;99.1;28;4.4;151.9;22.4;83;24.7;0
9/8/2015;22;0.9;0.29;2.5;9.9;56.8;85.8;29;3.3;153.8;22.4;82;18.9;0
9/8/2015;23;0.8;0.34;6.2;12.5;13.6;29.7;16.2;2.4;132.3;21.9;86;24;0.8
9/8/2015;24;0.7;0.35;7;8.7;9.7;24;14.2;2.4;125.2;21.7;88;19.7;0.2
10/8/2015;1;0.8;0.31;7.9;7.1;13.5;28.4;14.9;3.2;140.1;22.3;85;19.7;0
10/8/2015;2;0.8;0.26;12.4;5.7;5.6;13.7;8.2;3.2;158.4;21.8;85;20.8;0.6
10/8/2015;3;0.8;0.29;14.3;3.9;2.2;6;4;3.6;147.1;22.3;83;15.9;0
10/8/2015;4;0.7;0.23;18.4;3.1;1.2;3.1;2.1;3.8;160.5;22.7;74;16.9;0
10/8/2015;5;0.8;0.21;10.5;11.9;19.1;39.2;20.1;3.8;156.3;22.7;70;15.6;0
10/8/2015;6;1;0.31;2.9;8.5;104.3;159.5;55.3;4.2;163.5;22.4;71;19.5;0
10/8/2015;7;0.8;0.28;4.8;16;38.3;70.9;32.8;5.4;163.8;23.2;68;19.3;0
10/8/2015;8;0.8;0.32;9.3;11.6;14.1;33.3;19.2;4.1;148.4;25.4;63;18.8;0
10/8/2015;9;0.7;0.25;13.1;28.3;7.1;18.8;11.7;4.7;143.7;26.5;61;18.1;0
10/8/2015;10;0.7;0.25;14.2;24.2;6.2;16.3;10.1;4.4;148.7;25.8;66;20.5;0
10/8/2015;11;0.7;0.29;14;27.4;7.1;16.8;9.7;4.3;140;26.5;65;20.8;0
10/8/2015;12;0.7;0.33;15.2;18;6.1;15;8.9;4.7;136.8;26.8;66;21.7;0
10/8/2015;13;0.7;0.27;15.4;28.7;5.1;11.8;6.7;4.8;140;27.6;62;22;0
10/8/2015;14;0.1;0.2;15.6;30.4;4.3;11.6;7.4;5;141;27.1;62;20.1;0
10/8/2015;15;0.1;0.25;14.9;19.6;5.8;14.4;8.6;5.1;140.7;25.5;70;21.4;0.2
10/8/2015;16;0.2;0.25;13.5;12.1;8.3;20.7;12.4;7;165.4;23;81;19.3;0.2
10/8/2015;17;0.2;0.42;13.6;7;5.7;17.8;12.1;5.5;149.7;23.7;75;23.7;0
10/8/2015;18;0.2;0.38;13.9;17.7;4.7;17.6;13;4.1;133;23.2;74;21.5;0
10/8/2015;19;0.2;0.34;9.9;12.5;15.9;36;20.1;4.3;151.7;22.8;75;19.2;0.2
10/8/2015;20;0.2;0.36;9.6;24.5;14.5;35;20.5;4.3;142.6;23.3;70;17.7;0
10/8/2015;21;0.2;0.32;5.9;16.8;29.1;54.3;25.2;3.9;142.4;23.3;69;16.5;0
10/8/2015;22;0.2;0.1;9;24;14.7;35.2;20.5;4;140.3;23.1;68;17.1;0
10/8/2015;23;0.2;0.13;12.5;22.6;9;23.9;14.9;4.4;142.8;23.2;67;17.3;0
10/8/2015;24;0.2;0.1;12.3;30.3;12.7;29.7;17;4.4;144.8;23.2;67;16;0
11/8/2015;1;0.2;0.1;13.6;19.7;8.3;22.3;14.1;4.7;148.8;23.2;66;18.2;0
11/8/2015;2;0.2;0.07;18.5;12.9;3.4;9.9;6.5;6.5;162.2;22.4;71;17.6;0
11/8/2015;3;0.2;0.02;21.7;11.5;0.9;2.8;2.4;5.1;167.2;22;70;18.6;0
11/8/2015;4;0.2;0.01;21.7;14.2;1;2.6;2.1;4.2;158.2;22.3;70;17.4;0
11/8/2015;5;0.2;0.07;15;9.5;20.9;40.9;20;3.7;171.9;22.1;71;16.7;0.2
11/8/2015;6;0.3;0.13;7.6;5.2;53.3;87.7;34.4;3.4;175.7;20.8;83;17.8;0.4
11/8/2015;7;0.3;0.2;7.9;18.9;24.7;52.1;27.4;3.2;154.6;20.9;81;23.2;1
11/8/2015;8;0.2;0.15;11.5;21.4;11.7;31.5;19.9;4;158.4;23;68;18.3;0
11/8/2015;9;0.3;0.06;16.6;13.4;6.3;18;11.7;5.2;151.7;24.7;58;19.1;0.2
11/8/2015;10;0.1;0.02;18.8;36.1;4.8;14.1;9.3;5.1;149.9;25.4;55;19.6;0
11/8/2015;11;0.1;0.03;17.4;20.7;6;15.8;9.8;6.3;157.8;25.6;58;23;0
11/8/2015;12;0.1;0.03;18.7;19.1;4.4;11.9;7.6;7.3;162.8;26.5;53;23.4;0
11/8/2015;13;0;0.01;19.7;15.3;3.6;9.8;6.3;5.5;152.7;26.2;54;20;0
11/8/2015;14;0.3;0.05;18.7;13.1;5.2;13.5;8.3;4.6;145.5;27;50;20.5;0
11/8/2015;15;0.4;0.07;16.5;19;7.3;18.7;11.5;4.6;146.4;26.1;55;22.1;0
11/8/2015;16;0.4;0.12;16.3;10.6;5.8;16.8;11;4.7;145.6;25.9;52;18.5;0
11/8/2015;17;0.3;0.1;14.6;14.4;7.3;23.2;15.9;4;142.2;24.9;57;18.5;0
11/8/2015;18;0.4;0.14;12.7;25.8;6.1;23.6;17.6;4;147.1;23.7;62;17.8;0
11/8/2015;19;0.5;0.1;7.9;17.1;25.4;53.3;27.8;3.7;147.8;23.1;65;17;0
11/8/2015;20;0.6;0.07;10;24.6;20.1;44;23.9;4.5;149;23;68;17.1;0
11/8/2015;21;0.5;0.04;7.8;36;27.6;54.4;26.8;5.4;154.3;22.6;69;19.1;0
11/8/2015;22;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp
11/8/2015;23;0.5;0.13;13.8;35.5;12.4;30.6;18.3;3.9;142.8;22.3;74;17.3;0
11/8/2015;24;0.5;0.12;11.5;21.7;20.8;44.3;23.6;4.1;153.2;22;73;16.9;0
12/8/2015;1;0.5;0.07;16.3;18.1;13.3;29.7;16.4;4.3;165.9;21;78;17.4;0
12/8/2015;2;0.5;0.12;18.1;10.9;4.5;13;8.6;3;163;20.7;83;17.9;0
12/8/2015;3;0.4;0.13;21;5.8;0.9;3.7;3.1;3.1;147.9;20.5;82;21;1
12/8/2015;4;0.5;0.14;22.5;6.8;1.1;3.8;2.9;3;143;20.7;76;24.7;1.2
12/8/2015;5;0.5;0.11;14.1;4.6;13.1;32.5;19.5;3.8;145.4;21.4;68;17.3;0
12/8/2015;6;0.5;0.07;7.4;20.2;50.6;90.2;39.6;5;154;22.3;59;17.1;0
12/8/2015;7;0.6;0.07;9.5;13.4;26.9;56.8;30;6.1;159.3;23.1;57;20.3;0
12/8/2015;8;0.4;0.04;16.4;18.7;7.8;24;16.3;4.9;154.6;23.6;60;20.3;0
12/8/2015;9;0.4;0.02;19.2;30.7;5.6;16.1;10.6;4.8;150.5;24.8;56;20.7;0
12/8/2015;10;0.4;0.02;18.9;31.5;6.2;16.8;10.5;5;146.6;25.4;53;20;0
12/8/2015;11;0.3;0.01;19.2;21.9;6.1;15.9;9.8;5.4;146.9;26.1;54;18.9;0
12/8/2015;12;0.4;0.03;20;14.9;4.7;12.1;7.5;5.2;140.3;26.3;53;20.2;0
12/8/2015;13;0.4;0;19.7;15.9;4;11.1;7.2;4.9;144.5;26.5;51;20.4;0
12/8/2015;14;0.2;0.08;19.2;15.8;5.2;13.4;8.1;4.7;148.2;26.4;52;23;0
12/8/2015;15;0.3;0.13;18.3;9.5;6.9;17.2;10.4;4.6;147.1;26.2;52;21.2;0
12/8/2015;16;0.4;0.12;17;15.8;9.3;23.6;14.4;6.2;165.7;25.4;55;22.6;0
12/8/2015;17;0.3;0.13;17.3;12.7;6;19.9;14;6;163.8;24.2;61;20.6;0
12/8/2015;18;0.4;0.2;14.9;21.7;4.8;22.3;17.5;4.1;148.4;23.4;62;17;0
12/8/2015;19;0.4;0.24;8.8;25.4;22.5;50.2;27.7;3.6;148.5;23.2;64;18.3;0
12/8/2015;20;0.4;0.18;9.8;34.2;18.5;42.6;24.1;3.7;145.7;23;62;17.4;0
12/8/2015;21;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp;<Samp
12/8/2015;22;0.5;0.04;10.6;36.8;23.3;47.5;24.1;3.8;153.9;22.8;66;18.1;0
12/8/2015;23;0.5;0.16;8.8;22.7;23.9;51.4;27.5;3.1;152.3;22.4;66;18.6;0
